"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr"
"2355",0.5,"California","West","Internet",10,"Not Bulk","10"
"2356",1,"Ohio","Midwest","Heard it",10,"Not Bulk","10"
"2357",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"2358",1,"Kentucky","South","Heard it",10,"Not Bulk","10"
"2359",0.05,"Wisconsin","Midwest","Personal",10,"Bulk","10"
"2360",0.05,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"2361",0.5,"Arizona","West","Personal",10,"Not Bulk","10"
"2362",0.6,"Georgia","South","Internet",10,"Not Bulk","10"
"2363",0.7,"Michigan","Midwest","Internet",10,"Not Bulk","10"
"2364",0.3,"California","West","No Input",10,"Not Bulk","10"
"2365",1,"California","West","Heard it",10,"Not Bulk","10"
"2366",0.5,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"2367",0.7,"California","West","Internet",10,"Bulk","10"
"2368",0.5,"Georgia","South","Heard it",10,"Bulk","10"
"2369",0.6,"Pennsylvania","Northeast","Heard it",10,"Bulk","10"
"2370",1,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"2371",1,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"2372",0.8,"Georgia","South","Personal",10,"Not Bulk","10"
"2373",2,"Utah","West","No Input",5,"Bulk","5"
"2374",0.5,"California","West","Personal",10,"Not Bulk","10"
"2375",0.5,"Texas","South","Heard it",10,"Bulk","10"
"2376",2,"Kansas","Midwest","No Input",5,"Not Bulk","5"
"2377",0.5,"Pennsylvania","Northeast","No Input",5,"Not Bulk","5"
"2378",1,"Texas","South","No Input",5,"Not Bulk","5"
"2379",1,"New York","Northeast","No Input",5,"Not Bulk","5"
"2380",0.6,"California","West","Personal",10,"Not Bulk","10"
"2381",1,"Missouri","Midwest","No Input",5,"Not Bulk","5"
"2382",0.5,"Virginia","South","Personal",10,"Not Bulk","10"
"2383",0.5,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"2384",1,"Hawaii","West","No Input",10,"Not Bulk","10"
"2385",1,"California","West","No Input",5,"Not Bulk","5"
"2386",0.8,"Tennessee","South","Heard it",10,"Bulk","10"
"2387",1,"Arizona","West","Heard it",10,"Not Bulk","10"
"2388",1,"Tennessee","South","Personal",40,"Not Bulk","40"
"2389",1,"Texas","South","Personal",10,"Bulk","10"
"2390",0.2,"Washington","West","Personal",5,"Not Bulk","5"
"2391",0.5,"Alabama","South","Heard it",10,"Not Bulk","10"
"2392",1,"Pennsylvania","Northeast","No Input",5,"Not Bulk","5"
"2393",1,"West Virginia","South","No Input",10,"Not Bulk","10"
"2394",1,"Florida","South","No Input",10,"Bulk","10"
"2395",1,"Florida","South","No Input",10,"Bulk","10"
"2396",0.6,"Texas","South","Personal",10,"Not Bulk","10"
"2397",1.25,"Washington","West","Personal",40,"Not Bulk","40"
"2398",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"2399",1,"California","West","No Input",10,"Not Bulk","10"
"2400",1,"Idaho","West","Heard it",10,"Not Bulk","10"
"2401",0.6,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"2402",0.1,"Hawaii","West","No Input",10,"Not Bulk","10"
"2403",0.1,"Texas","South","No Input",10,"Not Bulk","10"
"2404",0.4,"California","West","Internet",5,"Not Bulk","5"
"2405",0.5,"Texas","South","Personal",10,"Bulk","10"
"2406",0.1,"Hawaii","West","No Input",10,"Not Bulk","10"
"2407",0.8,"Tennessee","South","Personal",10,"Not Bulk","10"
"2408",0.5,"Tennessee","South","Personal",10,"Bulk","10"
"2409",1.5,"California","West","No Input",10,"Not Bulk","10"
"2410",1,"Wisconsin","Midwest","Personal",5,"Bulk","5"
"2411",0.3,"Texas","South","No Input",10,"Not Bulk","10"
"2412",0.1,"New Hampshire","Northeast","No Input",10,"Not Bulk","10"
"2413",0.5,"Michigan","Midwest","No Input",10,"Bulk","10"
"2414",1.6,"Kansas","Midwest","No Input",5,"Not Bulk","5"
"2415",0.75,"Maine","Northeast","Heard it",10,"Not Bulk","10"
"2416",1,"California","West","Heard it",10,"Not Bulk","10"
"2417",1,"Alabama","South","Heard it",10,"Bulk","10"
"2418",1,"Tennessee","South","Personal",10,"Not Bulk","10"
"2419",1,"Ohio","Midwest","Heard it",10,"Not Bulk","10"
"2420",0.01,"Texas","South","Personal",10,"Bulk","10"
"2421",0.7,"Texas","South","No Input",10,"Not Bulk","10"
"2422",1,"California","West","No Input",5,"Bulk","5"
"2423",1,"Wisconsin","Midwest","Heard it",10,"Not Bulk","10"
"2424",0.2,"Nevada","West","Personal",10,"Not Bulk","10"
"2425",1.5,"Alabama","South","Personal",10,"Bulk","10"
"2426",1,"Alabama","South","Personal",40,"Bulk","40"
"2427",0.25,"New York","Northeast","Heard it",10,"Not Bulk","10"
"2428",0.4,"Florida","South","Personal",10,"Bulk","10"
"2429",0.4,"New Hampshire","Northeast","No Input",10,"Bulk","10"
"2430",0.1,"New York","Northeast","No Input",10,"Not Bulk","10"
"2431",0.2,"Ohio","Midwest","Personal",5,"Not Bulk","5"
"2432",0.04,"Alabama","South","Heard it",40,"Not Bulk","40"
"2433",1,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2434",0.2,"California","West","No Input",10,"Bulk","10"
"2435",0.7,"Idaho","West","Internet",10,"Not Bulk","10"
"2436",1,"Colorado","West","No Input",10,"Bulk","10"
"2437",0.5,"California","West","No Input",10,"Not Bulk","10"
"2438",0.2,"Texas","South","Internet",5,"Bulk","5"
"2439",1,"Florida","South","No Input",10,"Not Bulk","10"
"2440",0.2,"Delaware","South","No Input",5,"Not Bulk","5"
"2441",0.6,"Oregon","West","Personal",10,"Not Bulk","10"
"2442",0.8,"Georgia","South","Personal",10,"Not Bulk","10"
"2443",0.5,"Washington","West","No Input",10,"Bulk","10"
"2444",0.3,"Florida","South","No Input",10,"Not Bulk","10"
"2445",1,"Iowa","Midwest","Heard it",10,"Not Bulk","10"
"2446",0.6,"California","West","Personal",5,"Bulk","5"
"2447",1,"Alabama","South","Personal",10,"Not Bulk","10"
"2448",0.4,"Ohio","Midwest","Personal",5,"Not Bulk","5"
"2449",1,"Texas","South","No Input",10,"Not Bulk","10"
"2450",1,"Maryland","South","Heard it",10,"Bulk","10"
"2451",1,"Maryland","South","Heard it",10,"Bulk","10"
"2452",0.3,"Ohio","Midwest","Personal",10,"Bulk","10"
"2453",0.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"2454",0.25,"Texas","South","Heard it",40,"Not Bulk","40"
"2455",0.2,"Florida","South","Personal",10,"Not Bulk","10"
"2456",1,"California","West","Heard it",10,"Not Bulk","10"
"2457",1.5,"Alaska","West","Personal",10,"Not Bulk","10"
"2458",0.5,"Virginia","South","Internet",5,"Bulk","5"
"2459",0.2,"Arizona","West","No Input",5,"Not Bulk","5"
"2460",0.6,"Arizona","West","No Input",5,"Not Bulk","5"
"2461",2,"Massachusetts","Northeast","Heard it",10,"Not Bulk","10"
"2462",0.7,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"2463",0.05,"Tennessee","South","Heard it",10,"Bulk","10"
"2464",1,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2465",1,"Oregon","West","Heard it",10,"Not Bulk","10"
"2466",0.7,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"2467",0.89,"Missouri","Midwest","Internet",5,"Bulk","5"
"2468",0.5,"California","West","No Input",10,"Not Bulk","10"
"2469",1,"Pennsylvania","Northeast","Personal",5,"Bulk","5"
"2470",0.4,"Ohio","Midwest","No Input",10,"Bulk","10"
"2471",0.8,"Utah","West","Personal",10,"Not Bulk","10"
"2472",0.8,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"2473",0.8,"Oregon","West","Personal",10,"Not Bulk","10"
"2474",0.05,"New York","Northeast","Heard it",40,"Not Bulk","40"
"2475",0.2,"South Carolina","South","Personal",10,"Not Bulk","10"
"2476",0.5,"Georgia","South","Heard it",10,"Not Bulk","10"
"2477",1,"Delaware","South","Personal",10,"Not Bulk","10"
"2478",1,"North Carolina","South","Personal",10,"Not Bulk","10"
"2479",1,"Vermont","Northeast","No Input",5,"Bulk","5"
"2480",0.2,"Maryland","South","No Input",10,"Not Bulk","10"
"2481",0.5,"Delaware","South","Internet",10,"Not Bulk","10"
"2482",1,"Florida","South","Personal",10,"Not Bulk","10"
"2483",0.5,"Florida","South","Personal",10,"Bulk","10"
"2484",0.5,"Oregon","West","No Input",10,"Not Bulk","10"
"2485",1.2,"Texas","South","No Input",5,"Bulk","5"
"2486",0.55,"California","West","No Input",10,"Not Bulk","10"
"2487",0.5,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"2488",0.5,"Nevada","West","No Input",10,"Not Bulk","10"
"2489",0.7,"Arizona","West","Internet",10,"Not Bulk","10"
"2490",1.5,"Texas","South","Heard it",10,"Not Bulk","10"
"2491",0.2,"Arizona","West","No Input",10,"Not Bulk","10"
"2492",1,"New York","Northeast","Heard it",5,"Not Bulk","5"
"2493",1,"Delaware","South","Personal",10,"Not Bulk","10"
"2494",1,"Delaware","South","Personal",10,"Not Bulk","10"
"2495",0.5,"New York","Northeast","No Input",10,"Not Bulk","10"
"2496",0.7,"Arkansas","South","Personal",10,"Not Bulk","10"
"2497",2,"Washington","West","Heard it",5,"Bulk","5"
"2498",0.2,"Arizona","West","Heard it",10,"Not Bulk","10"
"2499",0.6,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2500",0.8,"Colorado","West","Personal",10,"Not Bulk","10"
"2501",1,"Texas","South","Heard it",10,"Not Bulk","10"
"2502",0.5,"Maryland","South","No Input",40,"Not Bulk","40"
"2503",0.5,"South Carolina","South","Personal",10,"Not Bulk","10"
"2504",0.8,"Georgia","South","No Input",10,"Not Bulk","10"
"2505",1,"New York","Northeast","Personal",10,"Not Bulk","10"
"2506",1,"North Carolina","South","No Input",10,"Not Bulk","10"
"2507",0.1,"California","West","Internet",5,"Not Bulk","5"
"2508",1,"Pennsylvania","Northeast","Personal",10,"Bulk","10"
"2509",1,"Vermont","Northeast","Internet",10,"Bulk","10"
"2510",1.375,"California","West","Personal",40,"Not Bulk","40"
"2511",1,"Nevada","West","No Input",10,"Not Bulk","10"
"2512",0.8,"Texas","South","No Input",10,"Not Bulk","10"
"2513",2,"Georgia","South","No Input",10,"Not Bulk","10"
"2514",0.5,"Maryland","South","No Input",10,"Not Bulk","10"
"2515",2,"Arkansas","South","Personal",5,"Not Bulk","5"
"2516",1.4,"Alabama","South","Heard it",5,"Not Bulk","5"
"2517",1,"Michigan","Midwest","Heard it",5,"Not Bulk","5"
"2518",0.1,"Texas","South","Personal",10,"Bulk","10"
"2519",0.1,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2520",0.4,"Washington","West","No Input",10,"Bulk","10"
"2521",0.6,"Virginia","South","Heard it",10,"Bulk","10"
"2522",1,"Washington","West","No Input",10,"Not Bulk","10"
"2523",0.5,"Washington","West","Personal",10,"Not Bulk","10"
"2524",0.5,"California","West","No Input",10,"Not Bulk","10"
"2525",0.6,"Michigan","Midwest","No Input",5,"Not Bulk","5"
"2526",0.7,"Tennessee","South","Personal",10,"Not Bulk","10"
"2527",0.8,"Arkansas","South","No Input",10,"Not Bulk","10"
"2528",0.6,"Georgia","South","Personal",10,"Not Bulk","10"
"2529",0.625,"Georgia","South","Personal",40,"Not Bulk","40"
"2530",2,"Louisiana","South","No Input",10,"Not Bulk","10"
"2531",1,"Massachusetts","Northeast","No Input",5,"Not Bulk","5"
"2532",1,"Texas","South","Personal",10,"Not Bulk","10"
"2533",1,"Texas","South","No Input",5,"Bulk","5"
"2534",0.5,"California","West","Personal",10,"Not Bulk","10"
"2535",1,"Tennessee","South","No Input",10,"Not Bulk","10"
"2536",1,"Mississippi","South","Personal",10,"Bulk","10"
"2537",0.8,"Texas","South","Heard it",10,"Bulk","10"
"2538",0.5,"West Virginia","South","Personal",40,"Bulk","40"
"2539",0.5,"Kentucky","South","Internet",10,"Not Bulk","10"
"2540",0.5,"Florida","South","Heard it",10,"Not Bulk","10"
"2541",0.6,"Missouri","Midwest","Personal",5,"Not Bulk","5"
"2542",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"2543",0.8,"Montana","West","Heard it",10,"Not Bulk","10"
"2544",0.4,"California","West","Heard it",5,"Not Bulk","5"
"2545",1.8,"New York","Northeast","No Input",10,"Bulk","10"
"2546",0.8,"North Carolina","South","Heard it",10,"Not Bulk","10"
"2547",0.025,"Maryland","South","No Input",40,"Not Bulk","40"
"2548",0.5,"California","West","Personal",10,"Not Bulk","10"
"2549",0.1,"Maryland","South","Personal",10,"Not Bulk","10"
"2550",0.5,"New York","Northeast","Heard it",10,"Not Bulk","10"
"2551",0.5,"Wisconsin","Midwest","Internet",10,"Bulk","10"
"2552",1,"Texas","South","No Input",10,"Not Bulk","10"
"2553",1.5,"New York","Northeast","Heard it",10,"Not Bulk","10"
"2554",1,"California","West","Internet",10,"Not Bulk","10"
"2555",0.5,"Maryland","South","Personal",40,"Not Bulk","40"
"2556",0.5,"California","West","Personal",10,"Not Bulk","10"
"2557",0.8,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"2558",0.5,"Washington","West","Personal",5,"Not Bulk","5"
"2559",0.7,"California","West","No Input",10,"Bulk","10"
"2560",0.7,"California","West","No Input",10,"Bulk","10"
"2561",0.1,"Washington","West","No Input",10,"Not Bulk","10"
"2562",1,"Washington","West","Heard it",10,"Not Bulk","10"
"2563",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"2564",0.5,"Ohio","Midwest","Internet",10,"Not Bulk","10"
"2565",1,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"2566",0.5,"California","West","Personal",10,"Not Bulk","10"
"2567",0.5,"Nevada","West","Heard it",10,"Bulk","10"
"2568",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"2569",0.875,"Tennessee","South","Heard it",40,"Bulk","40"
"2570",0.3,"South Carolina","South","No Input",10,"Not Bulk","10"
"2571",0.7,"Nevada","West","Personal",10,"Not Bulk","10"
"2572",0.7,"North Carolina","South","Internet",10,"Not Bulk","10"
"2573",0.6,"Georgia","South","No Input",10,"Not Bulk","10"
"2574",1,"New York","Northeast","Personal",10,"Not Bulk","10"
"2575",0.05,"Michigan","Midwest","Personal",10,"Bulk","10"
"2576",1,"Maine","Northeast","No Input",5,"Not Bulk","5"
"2577",0.1,"Nebraska","Midwest","No Input",10,"Bulk","10"
"2578",0.2,"California","West","No Input",5,"Not Bulk","5"
"2579",0.5,"Washington","West","No Input",10,"Not Bulk","10"
"2580",0.9,"Utah","West","Heard it",10,"Not Bulk","10"
"2581",0.5,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2582",1,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"2583",1,"Oklahoma","South","Personal",10,"Not Bulk","10"
"2584",1,"New Hampshire","Northeast","No Input",10,"Bulk","10"
"2585",1,"New Hampshire","Northeast","Heard it",10,"Bulk","10"
"2586",0.5,"New Mexico","West","Heard it",10,"Bulk","10"
"2587",0.6,"Nevada","West","No Input",5,"Not Bulk","5"
"2588",1,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"2589",0.6,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"2590",0.6,"Wisconsin","Midwest","Internet",5,"Not Bulk","5"
"2591",1,"Kentucky","South","Personal",10,"Not Bulk","10"
"2592",1.5,"Louisiana","South","Personal",10,"Not Bulk","10"
"2593",0.5,"South Carolina","South","No Input",10,"Not Bulk","10"
"2594",0.2,"California","West","No Input",10,"Not Bulk","10"
"2595",1,"Oklahoma","South","Heard it",10,"Not Bulk","10"
"2596",1,"Alabama","South","No Input",10,"Not Bulk","10"
"2597",0.5,"New York","Northeast","Personal",10,"Bulk","10"
"2598",0.6,"California","West","Heard it",5,"Not Bulk","5"
"2599",0.5,"Oregon","West","Internet",10,"Not Bulk","10"
"2600",1,"Washington","West","Heard it",10,"Not Bulk","10"
"2601",0.5,"California","West","Heard it",10,"Not Bulk","10"
"2602",0.2,"California","West","Personal",10,"Bulk","10"
"2603",1,"Wisconsin","Midwest","Personal",10,"Not Bulk","10"
"2604",0.8,"California","West","Personal",10,"Not Bulk","10"
"2605",2,"Nevada","West","No Input",5,"Not Bulk","5"
"2606",1,"Missouri","Midwest","Heard it",10,"Bulk","10"
"2607",0.85,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2608",2,"Nevada","West","No Input",10,"Not Bulk","10"
"2609",1,"Pennsylvania","Northeast","Personal",10,"Bulk","10"
"2610",1,"Pennsylvania","Northeast","Heard it",10,"Bulk","10"
"2611",0.8,"Montana","West","Personal",10,"Bulk","10"
"2612",1,"Texas","South","Personal",10,"Not Bulk","10"
"2613",0.4,"Nevada","West","No Input",10,"Not Bulk","10"
"2614",0.35,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"2615",0.8,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"2616",0.7,"California","West","Heard it",10,"Not Bulk","10"
"2617",0.5,"California","West","Heard it",10,"Not Bulk","10"
"2618",1,"Texas","South","Heard it",10,"Bulk","10"
"2619",1,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"2620",1,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"2621",1,"Delaware","South","No Input",10,"Not Bulk","10"
"2622",0.25,"Alabama","South","No Input",40,"Not Bulk","40"
"2623",0.5,"Nevada","West","Personal",10,"Not Bulk","10"
"2624",0.5,"California","West","No Input",10,"Not Bulk","10"
"2625",1,"Texas","South","Internet",5,"Bulk","5"
"2626",0.2,"Florida","South","Personal",10,"Not Bulk","10"
"2627",0.7,"California","West","Personal",10,"Not Bulk","10"
"2628",0.8,"California","West","Heard it",10,"Bulk","10"
"2629",0.025,"Arkansas","South","Internet",10,"Not Bulk","10"
"2630",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"2631",0.5,"California","West","Personal",10,"Not Bulk","10"
"2632",0.5,"Connecticut","Northeast","Personal",10,"Not Bulk","10"
"2633",0.5,"Oregon","West","No Input",10,"Not Bulk","10"
"2634",1,"Kentucky","South","Heard it",5,"Not Bulk","5"
"2635",1,"California","West","No Input",10,"Not Bulk","10"
"2636",0.7,"Texas","South","Personal",10,"Not Bulk","10"
"2637",0.5,"Texas","South","Heard it",10,"Not Bulk","10"
"2638",1,"California","West","Personal",10,"Not Bulk","10"
"2639",0.35,"Connecticut","Northeast","Personal",10,"Not Bulk","10"
"2640",1,"New Jersey","Northeast","Personal",10,"Not Bulk","10"
"2641",0.1,"Oklahoma","South","Personal",40,"Not Bulk","40"
"2642",2,"Texas","South","Heard it",10,"Not Bulk","10"
"2643",0.125,"New York","Northeast","Internet",40,"Not Bulk","40"
"2644",0.4,"Oregon","West","Heard it",5,"Not Bulk","5"
"2645",0.3,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"2646",0.1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"2647",1,"Indiana","Midwest","Personal",40,"Not Bulk","40"
"2648",0.6,"Texas","South","Personal",10,"Bulk","10"
"2649",1,"North Carolina","South","Personal",10,"Bulk","10"
"2650",0.6,"California","West","Heard it",10,"Not Bulk","10"
"2651",0.6,"Alabama","South","Personal",10,"Not Bulk","10"
"2652",0.2,"Oregon","West","Personal",5,"Bulk","5"
"2653",0.7,"Louisiana","South","No Input",10,"Not Bulk","10"
"2654",0.5,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"2655",0.6,"Arizona","West","No Input",10,"Not Bulk","10"
"2656",0.1,"California","West","No Input",10,"Not Bulk","10"
"2657",0.7,"Texas","South","Personal",10,"Not Bulk","10"
"2658",0.5,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"2659",1.5,"Washington","West","No Input",10,"Not Bulk","10"
"2660",1,"Maryland","South","No Input",5,"Not Bulk","5"
"2661",0.5,"Arizona","West","Personal",10,"Not Bulk","10"
"2662",0.2,"Nevada","West","No Input",10,"Not Bulk","10"
"2663",0.75,"North Carolina","South","No Input",40,"Not Bulk","40"
"2664",1,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"2665",2,"California","West","Personal",10,"Bulk","10"
"2666",0.325,"Kansas","Midwest","Personal",40,"Not Bulk","40"
"2667",0.6,"Georgia","South","No Input",5,"Not Bulk","5"
"2668",1,"Iowa","Midwest","No Input",10,"Bulk","10"
"2669",1,"South Carolina","South","No Input",10,"Not Bulk","10"
"2670",0.5,"Nebraska","Midwest","No Input",10,"Not Bulk","10"
"2671",0.3,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2672",0.1,"New York","Northeast","Personal",10,"Bulk","10"
"2673",0.8,"Louisiana","South","No Input",5,"Not Bulk","5"
"2674",0.1,"Michigan","Midwest","Internet",10,"Bulk","10"
"2675",0.5,"Ohio","Midwest","Heard it",10,"Not Bulk","10"
"2676",1,"California","West","Internet",10,"Not Bulk","10"
"2677",1,"Massachusetts","Northeast","Personal",10,"Bulk","10"
"2678",1,"North Carolina","South","No Input",5,"Not Bulk","5"
"2679",0.2,"Missouri","Midwest","Personal",5,"Bulk","5"
"2680",1.5,"Oregon","West","Personal",10,"Not Bulk","10"
"2681",2,"Minnesota","Midwest","Personal",5,"Not Bulk","5"
"2682",2,"Minnesota","Midwest","Heard it",5,"Not Bulk","5"
"2683",0.8,"Ohio","Midwest","Personal",10,"Bulk","10"
"2684",0.7,"Alabama","South","Heard it",10,"Not Bulk","10"
"2685",0.3,"California","West","Personal",10,"Not Bulk","10"
"2686",0.3,"California","West","Personal",10,"Not Bulk","10"
"2687",0.7,"Arizona","West","Heard it",10,"Not Bulk","10"
"2688",0.31,"Oklahoma","South","No Input",10,"Not Bulk","10"
"2689",1,"Indiana","Midwest","Heard it",10,"Bulk","10"
"2690",0.5,"Indiana","Midwest","Heard it",10,"Bulk","10"
"2691",1,"Indiana","Midwest","Heard it",10,"Bulk","10"
"2692",1,"North Carolina","South","No Input",10,"Not Bulk","10"
